ident,type,name,iata,icao,iso_country,municipality,lat,lng
YSPE,small_airport,Stanthorpe Airport,SNH,YSPE,AU,,-28.62011,151.98328
YSWL,medium_airport,Stawell Airport,SWC,YSWL,AU,,-37.0717,142.741
YSTI,seaplane_base,Stephens Island Seaplane Base,STF,YSTI,AU,Stephens Island,-9.51,143.55
YSRN,small_airport,Strahan Airport,SRN,YSRN,AU,,-42.155,145.29201
YSMR,small_airport,Strathmore Airport,STH,YSMR,AU,Strathmore,-17.86271,142.55779
YKBY,small_airport,Streaky Bay Airport,KBY,YKBY,AU,,-32.83662,134.29299
AU-SSK,small_airport,Sturt Creek Airport,SSK,AU-SSK,AU,Sturt Creek,-19.1664,128.174
YBSU,large_airport,Sunshine Coast Airport,MCY,YBSU,AU,Maroochydore,-26.59332,153.08319
YSWH,medium_airport,Swan Hill Airport,SWH,YSWH,AU,,-35.3758,143.533
YSBK,medium_airport,Sydney Bankstown Airport,BWU,YSBK,AU,Sydney,-33.92362,150.99079
YSSY,large_airport,Sydney Kingsford Smith International Airport,SYD,YSSY,AU,Sydney (Mascot),-33.9461,151.177
YTAB,small_airport,Tableland Homestead Airport,TBL,YTAB,AU,,-17.2833,126.9
YSTW,medium_airport,Tamworth Airport,TMW,YSTW,AU,Tamworth,-31.0779,150.84548
YTNB,small_airport,Tanbar Airport,TXR,YTNB,AU,Tanbar Station,-25.8478,141.92799
YTGA,small_airport,Tangalooma Airport,TAN,YTGA,AU,,-27.13769,153.36414
YTAA,small_airport,Tara Airport,XTR,YTAA,AU,,-27.16305,150.47642
YTAR,small_airport,Tarcoola Airport,TAQ,YTAR,AU,Tarcoola,-30.70287,134.58282
YTRE,medium_airport,Taree Airport,TRO,YTRE,AU,Taree,-31.8886,152.51401
YTAM,small_airport,Taroom Airport,XTO,YTAM,AU,,-25.8017,149.89999
YTEF,medium_airport,Telfer Airport,TEF,YTEF,AU,,-21.715,122.229
YTEM,medium_airport,Temora Airport,TEM,YTEM,AU,Temora,-34.4214,147.51199
YTNK,medium_airport,Tennant Creek Airport,TCA,YTNK,AU,Tennant Creek,-19.6344,134.183
YTNG,medium_airport,Thangool Airport,THG,YTNG,AU,Biloela,-24.49486,150.57797
YTGM,medium_airport,Thargomindah Airport,XTG,YTGM,AU,Thargomindah,-27.98637,143.81206
YTGT,small_airport,The Granites Airport,GTS,YTGT,AU,The Granites Gold Mine,-20.5483,130.347
YTMO,small_airport,The Monument Airport,PHQ,YTMO,AU,Phosphate Hill,-21.8111,139.924
YTHD,small_airport,Theda Station Airport,TDN,YTHD,AU,Drysdale River,-14.79057,126.49804
YTDR,small_airport,Theodore Airport,TDR,YTDR,AU,,-24.9868,150.09308
YTHY,small_airport,Thylungra Airport,TYG,YTHY,AU,,-26.09305,143.45136
YTIB,medium_airport,Tibooburra Airport,TYB,YTIB,AU,,-29.4511,142.058
YTBR,small_airport,Timber Creek Airport,TBK,YTBR,AU,,-15.62,130.44501
YPTN,medium_airport,Tindal Airport,KTR,YPTN,AU,,-14.5211,132.37801
YTMY,small_airport,Tobermorey Airport,TYP,YTMY,AU,Tobermorey,-22.2558,137.953
YTOC,small_airport,Tocumwal Airport,TCW,YTOC,AU,,-35.8117,145.608
YTMP,small_airport,Tom Price Airport,TPR,YTMP,AU,Tom Price,-22.746,117.869
YTWB,small_airport,Toowoomba Airport,TWB,YTWB,AU,Toowoomba,-27.54337,151.91911
YBWW,large_airport,Toowoomba Wellcamp Airport,WTB,YBWW,AU,Toowoomba,-27.55833,151.79334
AU-TWP,small_airport,Torwood Airport,TWP,AU-TWP,AU,Torwood,-17.3633,143.75
YBTL,medium_airport,Townsville Airport / RAAF Base Townsville,TSV,YBTL,AU,Townsville,-19.2529,146.76651
YTEE,small_airport,Trepell Airport,TQP,YTEE,AU,Trepell,-21.835,140.888
YTST,small_airport,Truscott-Mungalalu Airport,TTX,YTST,AU,Anjo Peninsula,-14.0897,126.381
YTMU,medium_airport,Tumut Aerodrome,TUM,YTMU,AU,Tumut,-35.26832,148.24053
YTKY,small_airport,Turkey Creek Airport,TKY,YTKY,AU,Turkey Creek,-17.0408,128.20599
YUDA,small_airport,Undara Airport,UDA,YUDA,AU,Undara,-18.19134,144.61224
YUSL,small_airport,Useless Loop Airport,USL,YUSL,AU,Useless Loop,-26.15792,113.39482
YVRS,small_airport,Vanrook Station Airport,VNR,YVRS,AU,,-16.96153,141.95227
YVRD,small_airport,Victoria River Downs Airport,VCD,YVRD,AU,Victoria River,-16.40212,131.00497
YSWG,medium_airport,Wagga Wagga Airport,WGA,YSWG,AU,Forest Hill,-35.16348,147.46832
YWCH,small_airport,Walcha Airport,WLC,YWCH,AU,,-31.00949,151.54744
YWLG,medium_airport,Walgett Airport,WGE,YWLG,AU,,-30.0328,148.12601
YWAL,small_airport,Wallal Downs Airport,WLA,YWAL,AU,Eighty Mile Beach,-19.7736,120.649
YWGT,medium_airport,Wangaratta Airport,WGT,YWGT,AU,Laceby,-36.41791,146.3069
YWBS,small_airport,Warraber Island Airport,SYU,YWBS,AU,Sue Islet,-10.2083,142.825
YWKB,medium_airport,Warracknabeal Airport,WKB,YWKB,AU,,-36.3211,142.41901
YWWG,small_airport,Warrawagine Airport,WRW,YWWG,AU,,-20.8442,120.702
YWRN,medium_airport,Warren Airport,,YWRN,AU,,-31.7333,147.80299
YWBL,small_airport,Warrnambool Airport,WMB,YWBL,AU,,-38.2953,142.44701
YWCK,small_airport,Warwick Airport,WAZ,YWCK,AU,,-28.1494,151.94299
YWTL,small_airport,Waterloo Airport,WLO,YWTL,AU,,-16.63,129.32001
YWAC,small_airport,Wauchope Airport,WAU,YWAC,AU,Wauchope,-20.64061,134.21528
YWAV,small_airport,Wave Hill Airport,WAV,YWAV,AU,,-17.3933,131.118
YWWA,small_airport,Wee Waa Airport,WEW,YWWA,AU,,-30.2583,149.408
YBWP,medium_airport,Weipa Airport,WEI,YBWP,AU,Weipa,-12.67749,141.92262
WHL,small_airport,Welshpool Airport,WHL,WHL,AU,Welshpool,-38.68238,146.44533
YANG,small_airport,West Angelas Airport,WLP,YANG,AU,,-23.13556,118.70722
YWSL,medium_airport,West Sale Airport,SXE,YWSL,AU,Sale,-38.09083,146.96534
YWWL,medium_airport,West Wyalong Airport,WWY,YWWL,AU,West Wyalong,-33.9372,147.19099
YWHA,medium_airport,Whyalla Airport,WYA,YWHA,AU,Whyalla,-33.0589,137.51401
YWCA,small_airport,Wilcannia Airport,WIO,YWCA,AU,,-31.52208,143.37836
YWMC,medium_airport,William Creek Aerodrome,,YWMC,AU,William Creek,-28.90585,136.3406
YHAW,small_airport,Wilpena Pound Airport,HWK,YHAW,AU,Hawker,-31.85591,138.46808
YWLU,medium_airport,Wiluna Airport,WUN,YWLU,AU,,-26.6292,120.221
YWDG,small_airport,Windarling Airport,WRN,YWDG,AU,Windarling Mine,-30.03228,119.38649
YWDA,small_airport,Windarra Airport,WND,YWDA,AU,Laverton,-28.48061,122.24442
YWDH,medium_airport,Windorah Airport,WNR,YWDH,AU,Windorah,-25.41064,142.66843
YWTN,medium_airport,Winton Airport,WIN,YWTN,AU,,-22.3636,143.086
YWOR,small_airport,Wollogorang Airport,WLL,YWOR,AU,,-17.2199,137.93453
YWND,small_airport,Wondai Airport,WDI,YWND,AU,,-26.27739,151.86167
YWDL,small_airport,Wondoola Airport,WON,YWDL,AU,Wondoola,-18.575,140.892
YWWI,small_airport,Woodie Woodie Airport,WWI,YWWI,AU,Woodie Woodie,-21.64551,121.19118
YPWR,small_airport,Woomera Airfield,UMR,YPWR,AU,Woomera,-31.1442,136.817
YWMP,small_airport,Wrotham Park Airport,WPK,YWMP,AU,Wrotham Park,-16.65892,143.99926
YWUD,small_airport,Wudinna Airport,WUD,YWUD,AU,,-33.0433,135.44701
YWYM,small_airport,Wyndham Airport,WYN,YWYM,AU,,-15.5114,128.153
YWYY,medium_airport,Wynyard Airport,BWT,YWYY,AU,Burnie,-40.99704,145.726
YYTA,small_airport,Yalata Mission Airport,KYI,YYTA,AU,Yalata Mission,-31.4706,131.825
YYAL,small_airport,Yalgoo Airport,YLG,YYAL,AU,Yalgoo,-28.3553,116.684
YYMI,small_airport,Yam Island Airport,XMY,YYMI,AU,Yam Island,-9.89919,142.77427
YYLR,small_airport,Yeelirrie Airport,KYF,YYLR,AU,,-27.27706,120.09567
YYKI,small_airport,Yorke Island Airport,OKR,YYKI,AU,Yorke Island,-9.7528,143.40567
YYOR,small_airport,Yorketown Airport,ORR,YYOR,AU,,-35.00356,137.61929
YYNG,medium_airport,Young Airport,NGA,YYNG,AU,,-34.25558,148.24712
YYND,small_airport,Yuendumu Airport,YUE,YYND,AU,,-22.2542,131.782
AU-0799,large_airport,[Duplicate] Western Sydney International Airport,,AU-0799,AU,Sydney,-33.88806,150.71472
YSWS,large_airport,[Duplicate] Western Sydney International Airport,WSI,YSWS,AU,Sydney,-33.88806,150.71472
TNCA,large_airport,Queen Beatrix International Airport,AUA,TNCA,AW,Oranjestad,12.50106,-70.01428
UB18,medium_airport,Baku Kala Air Base,,UB18,AZ,Baku,40.40841,50.20029
UG11,medium_airport,Dollyar Air Base,,UG11,AZ,Dollyar,40.8876,45.957
UBBF,small_airport,Fuzuli International Airport,FZL,UBBF,AZ,Fuzuli,39.59458,47.19613
UBBQ,medium_airport,Gabala International Airport,GBB,UBBQ,AZ,Gabala,40.80862,47.72539
UBBG,large_airport,Ganja International Airport,GNJ,UBBG,AZ,Ganja,40.73869,46.32038
UBBB,large_airport,Heydar Aliyev International Airport,GYD,UBBB,AZ,Baku,40.47278,50.05093
UB13,medium_airport,Khojaly Airport,,UBBS,AZ,Khojaly,39.9014,46.787
UB14,medium_airport,Kyurdamir Air Base,,UB14,AZ,Kyurdamir,40.2736,48.1636
UBLC,medium_airport,Lachin International Airport,LHL,UBLC,AZ,Lachin,39.88379,46.36314
UBBL,small_airport,Lankaran International Airport,LLK,UBBL,AZ,Lankaran,38.75792,48.80704
UBBN,large_airport,Nakhchivan International Airport,NAJ,UBBN,AZ,Nakhchivan,39.1888,45.4584
UB12,medium_airport,Nasosnaya Air Base,,UBBI,AZ,Sumqayit,40.5916,49.5574
AZ-0021,medium_airport,Qizilagach Air Base,,AZ-0021,AZ,Qizilagach,39.00616,48.80631
AZ-0013,medium_airport,Sitalchay Airbase,,AZ-0013,AZ,Sitalchay,40.80731,49.43148
UBEE,small_airport,Yevlakh Airport,YLV,UBEE,AZ,Yevlakh,40.6319,47.1419
AZ-0001,medium_airport,Zabrat Airport,ZXT,UBTT,AZ,Zabrat,40.49488,49.97707
UBBZ,small_airport,Zangilan International Airport,ZZE,UBBZ,AZ,Zangilan,39.11443,46.74392
UBBY,medium_airport,Zaqatala International Airport,ZTU,UBBY,AZ,Zaqatala,41.55782,46.66946
LQBK,large_airport,Banja Luka International Airport,BNX,LQBK,BA,Mahovljani,44.9414,17.2975
LQMO,large_airport,Mostar International Airport,OMO,LQMO,BA,Mostar,43.28249,17.8461
LQSA,large_airport,Sarajevo International Airport,SJJ,LQSA,BA,Sarajevo,43.8246,18.3315
LQTZ,large_airport,Tuzla International Airport,TZL,LQTZ,BA,Dubrave Gornje,44.45986,18.72363
TBPB,large_airport,Grantley Adams International Airport,BGI,TBPB,BB,Bridgetown,13.07467,-59.49103
VGBR,medium_airport,Barisal Airport,BZL,VGBR,BD,Barisal,22.801,90.3012
VGCM,small_airport,Comilla Airport,CLA,VGCM,BD,Comilla,23.44013,91.18869
VGCB,medium_airport,Cox's Bazar Airport,CXB,VGCB,BD,Cox's Bazar,21.45752,91.96326
VGHS,large_airport,Hazrat Shahjalal International Airport,DAC,VGHS,BD,Dhaka,23.84335,90.39778
VGIS,medium_airport,Ishurdi Airport,IRD,VGIS,BD,Ishurdi,24.1525,89.0494
VGJR,medium_airport,Jessore Airport,JSR,VGJR,BD,Jashore (Jessore),23.1838,89.1608
VGSY,large_airport,Osmany International Airport,ZYL,VGSY,BD,Sylhet,24.96399,91.86475
VGSD,medium_airport,Saidpur Airport,SPD,VGSD,BD,Saidpur,25.7592,88.9089
VGEG,large_airport,Shah Amanat International Airport,CGP,VGEG,BD,Chattogram (Chittagong),22.2496,91.8133
VGRJ,medium_airport,Shah Makhdum Airport,RJH,VGRJ,BD,Rajshahi,24.4372,88.6165
VGSH,small_airport,Shamshernagar Airport,ZHM,VGSH,BD,Shamshernagar,24.39833,91.91694
VGSG,small_airport,Thakurgaon Airport,TKR,VGSG,BD,Thakurgaon,26.01638,88.40209
EBAW,medium_airport,Antwerp International Airport (Deurne),ANR,EBAW,BE,Antwerp,51.19067,4.46315
EBBE,medium_airport,Beauvechain Air Base,,EBBE,BE,Beauvechain,50.7586,4.76833
EBBR,large_airport,Brussels Airport,BRU,EBBR,BE,Zaventem,50.9014,4.48444
EBCI,large_airport,Brussels South Charleroi Airport,CRL,EBCI,BE,Charleroi,50.46196,4.45956
EBCV,medium_airport,Chièvres Air Base,,EBCV,BE,Chièvres,50.5758,3.831
EBFS,medium_airport,Florennes Air Base,,EBFS,BE,Florennes,50.2433,4.64583
EBGT,heliport,Ghent/Industry Zone Heliport,GNE,EBGT,BE,Gent,51.02055,3.73034
EBBL,medium_airport,Kleine Brogel Air Base,,EBBL,BE,Kleine Brogel,51.1683,5.47
EBFN,medium_airport,Koksijde Air Base,,EBFN,BE,Koksijde,51.0903,2.65278
EBKT,medium_airport,Kortrijk-Wevelgem International Airport,KJK,EBKT,BE,Wevelgem,50.81888,3.20955
EBLG,medium_airport,Liège Airport,LGG,EBLG,BE,Grâce-Hollogne,50.63857,5.4439
EBZR,small_airport,Oostmalle Airfield,OBL,EBZR,BE,Zoersel,51.26909,4.76243
EBOS,large_airport,Ostend-Bruges International Airport,OST,EBOS,BE,Oostende,51.1998,2.87467
DFOY,small_airport,Aribinda Airport,XAR,DFOY,BF,Aribinda,14.217,-0.883
DFER,small_airport,Arly Airport,ARL,DFER,BF,Arly,11.597,1.483
DFOB,small_airport,Banfora Airport,BNR,DFOB,BF,Banfora,10.68886,-4.72773
DFOO,large_airport,Bobo Dioulasso Airport,BOY,DFOO,BF,Bobo Dioulasso,11.1601,-4.33097
DFEB,small_airport,Bogande Airport,XBG,DFEB,BF,Bogande,12.983,-0.167
DFEA,small_airport,Boulsa Airport,XBO,DFEA,BF,Boulsa,12.65,-0.567
DFOD,small_airport,Dedougou Airport,DGU,DFOD,BF,Dedougou,12.459,-3.49
DFED,small_airport,Diapaga Airport,DIP,DFED,BF,Diapaga,12.06032,1.78463
DFOU,small_airport,Diebougou Airport,XDE,DFOU,BF,Diebougou,10.95,-3.25
DFCJ,small_airport,Djibo Airport,XDJ,DFCJ,BF,Djibo,14.125,-1.62472
DFEE,small_airport,Dori Airport,DOR,DFEE,BF,Dori,14.02164,-0.06821
DFEF,small_airport,Fada N'gourma Airport,FNG,DFEF,BF,Fada N'gourma,12.033,0.35
DFOG,small_airport,Gaoua Airport,XGA,DFOG,BF,Gaoua,10.38406,-3.16345
DFEG,small_airport,Gorom-Gorom Airport,XGG,DFEG,BF,Gorom-Gorom,14.45417,-0.21864
DFEL,small_airport,Kantchari Airport,XKA,DFEL,BF,Kantchari,12.46405,1.49294
DFCA,small_airport,Kaya Airport,XKY,DFCA,BF,Kaya,13.07736,-1.10028
DFCL,small_airport,Leo Airport,XLU,DFCL,BF,Leo,11.1,-2.1
DFON,small_airport,Nouna Airport,XNU,DFON,BF,Nouna,12.75,-3.867
DFFD,large_airport,Ouagadougou Thomas Sankara International Airport,OUA,DFFD,BF,Ouagadougou,12.3532,-1.51242
DFCC,small_airport,Ouahigouya Airport,OUG,DFCC,BF,Ouahigouya,13.65529,-2.32207
DFEP,small_airport,Pama Airport,XPA,DFEP,BF,Pama,11.25,0.7
DFCP,small_airport,Po Airport,PUP,DFCP,BF,Po,11.17914,-1.14847
DFES,small_airport,Sebba Airport,XSE,DFES,BF,Sebba,13.45,0.517
DFEM,small_airport,Tambao Airport,TMQ,DFEM,BF,Tambao,14.79087,0.03949
DFET,small_airport,Tenkodogo Airport,TEG,DFET,BF,Tenkodogo,11.80115,-0.37138
DFOT,small_airport,Tougan Airport,TUQ,DFOT,BF,Tougan,13.05909,-3.07729
DFEZ,small_airport,Zabré Airport,XZA,DFEZ,BF,Zabré,11.167,-0.617
LBWB,medium_airport,Balchik Airfield,,LBWB,BG,Balchik,43.4238,28.1813
BG-JAM,medium_airport,Bezmer Air Base,JAM,LBIA,BG,Bezmer,42.4549,26.3522
LBBG,large_airport,Burgas Airport,BOJ,LBBG,BG,Burgas,42.56992,27.51517
LBPL,medium_airport,Dolna Mitropoliya Air Base,,LBPL,BG,Dolna Mitropoliya,43.45177,24.50242
LBGO,medium_airport,Gorna Oryahovitsa Airport,GOZ,LBGO,BG,Gorna Oryahovitsa,43.1514,25.7129
LBPG,medium_airport,Graf Ignatievo Air Base,,LBPG,BG,Graf Ignatievo,42.2904,24.714
LBPD,large_airport,Plovdiv International Airport,PDV,LBPD,BG,Plovdiv,42.0678,24.8508
LBRS,small_airport,Ruse Airport,ROU,LBRS,BG,Shtraklevo,43.6948,26.0567
LBSF,large_airport,Sofia Airport,SOF,LBSF,BG,Sofia,42.69636,23.41767
LBWN,large_airport,Varna Airport,VAR,LBWN,BG,Varna,43.2321,27.8251
OBBI,large_airport,Bahrain International Airport,BAH,OBBI,BH,Manama,26.2673,50.63764
OBBS,medium_airport,Sheik Isa Air Base,,OBBS,BH,Sitrah,25.9184,50.5906
HBBA,large_airport,Bujumbura Melchior Ndadaye International Airport,BJM,HBBA,BI,Bujumbura,-3.32402,29.3185
HBBE,medium_airport,Gitega Airport,GID,HBBE,BI,Gitega,-3.41721,29.91131
HBBO,small_airport,Kirundo Airport,KRE,HBBO,BI,Kirundo,-2.54477,30.09457
DBBB,large_airport,Cotonou Cadjehoun International Airport,COO,DBBB,BJ,Cotonou,6.35723,2.38435
DBBD,small_airport,Djougou Airport,DJA,DBBD,BJ,Djougou,9.69208,1.63778
DBBK,small_airport,Kandi Airport,KDC,DBBK,BJ,Kandi,11.14479,2.94038
DBBN,small_airport,Natitingou Airport,NAE,DBBN,BJ,Natitingou,10.37697,1.36051
DBBP,small_airport,Parakou Airport,PKO,DBBP,BJ,Parakou,9.35769,2.60968
DBBS,small_airport,Savé Airport,SVF,DBBS,BJ,Savé,8.01817,2.46458
TFFJ,medium_airport,St. Jean Airport,SBH,TFFJ,BL,Gustavia,17.9044,-62.84333
TXKF,large_airport,L.F. Wade International Airport,BDA,TXKF,BM,Hamilton,32.3638,-64.67824
WBSB,large_airport,Brunei International Airport,BWN,WBSB,BN,Bandar Seri Begawan,4.9442,114.928
SLAL,large_airport,Alcantarí International Airport,SRE,SLAL,BO,Sucre,-19.24684,-65.14961
SLAP,small_airport,Apolo Airport,APB,SLAP,BO,Apolo,-14.7356,-68.4119
SLAS,small_airport,Ascención de Guarayos Airport,ASC,SLAS,BO,Ascensión de Guarayos,-15.93337,-63.15557
BO-BVL,small_airport,Baures Airport,BVL,SLBA,BO,Baures,-13.65443,-63.70472
SLBJ,medium_airport,Bermejo Airport,BJO,SLBJ,BO,Bermejo,-22.7733,-64.3129
SLCA,small_airport,Camiri Airport,CAM,SLCA,BO,Camiri,-20.00656,-63.52783
SLPO,medium_airport,Capitan Nicolas Rojas Airport,POI,SLPO,BO,Potosí,-19.54333,-65.72373
SLTJ,medium_airport,Capitan Oriel Lea Plaza Airport,TJA,SLTJ,BO,Tarija,-21.5557,-64.7013
SLCO,medium_airport,Capitán Aníbal Arab Airport,CIJ,SLCO,BO,Cobija,-11.03911,-68.78277
SLSB,small_airport,Capitán Av. German Quiroga G. Airport,SRJ,SLSB,BO,San Borja,-14.8592,-66.7375
SLSI,small_airport,Capitán Av. Juan Cochamanidis S. Airport,SNG,SLSI,BO,San Ignacio de Velasco,-16.38719,-60.96232
SLPS,medium_airport,Capitán Av. Salvador Ogaya G. airport,PSZ,SLPS,BO,Puerto Suárez,-18.9753,-57.8206
SLRI,medium_airport,Capitán Av. Selin Zeitun Lopez Airport,RIB,SLRI,BO,Riberalta,-11.00935,-66.07547
SLVG,small_airport,Capitán Av. Vidal Villagomez Toledo Airport,VAH,SLVG,BO,Vallegrande,-18.4825,-64.0994
SLHI,small_airport,Chimore Airport,CCA,SLHI,BO,Chimore,-16.97683,-65.14557
SLCP,small_airport,Concepción Airport,CEP,SLCP,BO,Concepción,-16.14269,-62.0266
SLLP,large_airport,El Alto International Airport,LPB,SLLP,BO,La Paz / El Alto,-16.51027,-68.18942
SLET,medium_airport,El Trompillo Airport,SRZ,SLET,BO,Santa Cruz,-17.8116,-63.1715
SLGM,medium_airport,Guayaramerín Airport,GYA,SLGM,BO,Guayaramerín,-10.88856,-65.38096
SLHJ,small_airport,Huacaraje Airport,BVK,SLHJ,BO,Itenes,-13.60556,-63.87944
SLCB,large_airport,Jorge Wilsterman International Airport,CBB,SLCB,BO,Cochabamba,-17.42111,-66.1771
SLUY,large_airport,Joya Andina International Airport,UYU,SLUY,BO,Quijarro,-20.4413,-66.85755
SLOR,large_airport,Juan Mendoza International Airport,ORU,SLOR,BO,Oruro,-17.95615,-67.07583
SLSU,medium_airport,Juana Azurduy de Padilla Air Force Base,,SLSU,BO,Sucre,-19.0071,-65.2887
SLMG,small_airport,Magdalena Airport,MGD,SLMG,BO,Magdalena,-13.26075,-64.06076
SLAG,small_airport,Monteagudo Airport,MHW,SLAG,BO,El Bañado,-19.827,-63.961
SLPR,small_airport,Puerto Rico Airport,PUR,SLPR,BO,Puerto Rico/Manuripi,-11.10766,-67.55115
SLRY,small_airport,Reyes Airport,REY,SLRY,BO,Reyes,-14.3044,-67.3534
SLRB,small_airport,Roboré Airport,RBO,SLRB,BO,Roboré,-18.32822,-59.76534
SLRQ,small_airport,Rurrenabaque Airport,RBQ,SLRQ,BO,Rurrenabaque,-14.4279,-67.4968
SLSM,small_airport,San Ignacio de Moxos Airport,SNM,SLSM,BO,San Ignacio de Moxos,-14.9658,-65.6338
SLSV,medium_airport,San Ignacio de Velasco Airport,,SLSV,BO,San Ignacio de Velasco,-16.40124,-61.0452
SLJV,small_airport,San Javier Airport,SJV,SLJV,BO,San Javier,-16.2708,-62.4703
SLJO,small_airport,San Joaquín Airport,SJB,SLJO,BO,San Joaquín,-13.06721,-64.67521
SLJE,small_airport,San José De Chiquitos Airport,SJS,SLJE,BO,San José de Chiquitos,-17.8308,-60.7431
SLTI,small_airport,San Matías Airport,MQK,SLTI,BO,San Matías,-16.3392,-58.4019
SLRA,small_airport,San Ramón Airport,SRD,SLRA,BO,San Ramón / Mamoré,-13.2639,-64.6039
SLSA,medium_airport,Santa Ana Del Yacuma Airport,SBL,SLSA,BO,Santa Ana del Yacuma,-13.7622,-65.4352
SLSR,small_airport,Santa Rosa de Yacuma Airport,SRB,SLSR,BO,Santa Rosa,-14.07307,-66.78739
SLTR,medium_airport,Teniente Av. Jorge Henrich Arauz Airport,TDD,SLTR,BO,Trinidad,-14.8187,-64.918
SLVM,medium_airport,Teniente Coronel Rafael Pabón Airport,VLM,SLVM,BO,Villamontes,-21.2552,-63.4056
SLVR,large_airport,Viru Viru International Airport,VVI,SLVR,BO,Santa Cruz,-17.6448,-63.1354
SLYA,medium_airport,Yacuiba Airport,BYC,SLYA,BO,Yacuíba,-21.9609,-63.6517
TNCE,medium_airport,F. D. Roosevelt Airport,EUX,TNCE,BQ,Oranjestad,17.4965,-62.9794
TNCB,large_airport,Flamingo International Airport,BON,TNCB,BQ,Kralendijk,12.131,-68.2685
TNCS,medium_airport,Juancho E. Yrausquin Airport,SAB,TNCS,BQ,Zion's Hill,17.64533,-63.22051
SNTF,small_airport,9 de Maio - Teixeira de Freitas Airport,TXF,SNTF,BR,Teixeira de Freitas,-17.52439,-39.6685
SBSO,small_airport,Adolino Bedin Regional Airport,SMT,SBSO,BR,Sorriso,-12.47918,-55.67234
SSBG,small_airport,Aeroclube de Bento Gonçalves Airport,BGV,SSBG,BR,Bento Gonçalves,-29.14742,-51.54079
SNTS,small_airport,Aeroporto Brigadeiro Firmino Ayres,JPO,SNTS,BR,Patos,-7.03899,-37.2516
SNJM,small_airport,Aeroporto Elias Breder Airport,JMA,SNJM,BR,Manhuaçu,-20.25972,-42.18389
SSLT,small_airport,Alegrete Novo Airport,ALQ,SSLT,BR,Alegrete,-29.8116,-55.89471
BR-ALT,small_airport,Alenquer Municipal Airport,ALT,SDWQ,BR,Alenquer,-1.917,-54.7231
SNYA,small_airport,Almeirim Airport,GGF,SNYA,BR,Almeirim,-1.47952,-52.57821
SBHT,medium_airport,Altamira Interstate Airport,ATM,SBHT,BR,Altamira,-3.25314,-52.25394
BR-2757,small_airport,Alto Parnaíba Airport,APY,BR-2757,BR,Alto Parnaíba,-9.08533,-45.9556
OTT,small_airport,Andre Maggi Airport,OTT,OTT,BR,Cotriguaçu,-9.89861,-58.58194
SWBG,small_airport,André Antônio Maggi Airport,LCB,SWBG,BR,Pontes e Lacerda,-15.1934,-59.3848
SDAG,small_airport,Angra dos Reis Airport,GDR,SDAG,BR,Angra dos Reis,-22.9753,-44.3071
SNYW,small_airport,Antônio Guerreiro Airport,GMS,SNYW,BR,Guimarães,-2.10944,-44.65111
SBAN,medium_airport,Anápolis Airbase,,SBAN,BR,Anápolis,-16.2292,-48.9643
SWNS,small_airport,Anápolis Airport,APS,SWNS,BR,Anápolis,-16.36358,-48.9288
SWYN,small_airport,Apuí Airport,IUP,SWYN,BR,Apuí,-7.17277,-59.8396
SBAR,medium_airport,Aracaju - Santa Maria Airport,AJU,SBAR,BR,Aracaju,-10.98394,-37.07287
SBAC,medium_airport,Aracati Dragão do Mar Regional Airport,ARX,SBAC,BR,Aracati,-4.5689,-37.80513
SJVO,small_airport,Aragarças Airport,ARS,SJVO,BR,Aragarças,-15.8994,-52.2411
SWGN,medium_airport,Araguaína Airport,AUX,SWGN,BR,Araguaína,-7.22787,-48.2405
SNAL,small_airport,Arapiraca Airport,APQ,SNAL,BR,Arapiraca,-9.77659,-36.62898
SSOG,small_airport,Arapongas Airport,APX,SSOG,BR,Arapongas,-23.35264,-51.49197
SBAQ,medium_airport,Araraquara Airport,AQA,SBAQ,BR,Araraquara,-21.812,-48.133
SNAB,small_airport,Araripina Airport,JAW,SNAB,BR,Araripina,-7.58642,-40.53543
SBAU,medium_airport,Araçatuba Airport,ARU,SBAU,BR,Araçatuba,-21.14148,-50.42457
SNUI,small_airport,Araçuaí Airport,AIY,SNUI,BR,Araçuaí,-16.85157,-42.04563
SSOU,small_airport,Aripuanã Airport,AIR,SSOU,BR,Aripuanã,-10.18737,-59.45747
SJOG,small_airport,Ariquemes Airport,AQM,SJOG,BR,Ariquemes,-9.88044,-63.04711
BR-2149,small_airport,Arraias Airport,AAI,BR-2149,BR,Arraias,-13.02515,-46.88411
SBBV,large_airport,Atlas Brasil Cantanhede International Airport,BVB,SBBV,BR,Boa Vista,2.84615,-60.69065
SBBI,medium_airport,Bacacheri Airport,BFH,SBBI,BR,Curitiba,-25.4051,-49.232
SBIL,medium_airport,Bahia - Jorge Amado Airport,IOS,SBIL,BR,Ilhéus,-14.81593,-39.03346
SNBS,small_airport,Balsas Airport,BSS,SNBS,BR,Balsas,-7.52531,-46.05336
SWBC,small_airport,Barcelos Airport,BAZ,SWBC,BR,Barcelos,-0.98119,-62.9186
SNBX,small_airport,Barra Airport,BQQ,SNBX,BR,Barra,-11.0808,-43.1475
SIRI,small_airport,Barra Grande Airport,MUU,SIRI,BR,Maraú,-13.90608,-38.9408
SNBC,small_airport,Barra do Corda Airport,BDC,SNBC,BR,Barra do Corda,-5.5025,-45.21583
SBBW,medium_airport,Barra do Garças Airport,BPG,SBBW,BR,Barra do Garças,-15.86142,-52.38901
